date,sample.bout,Transect,baseline,baseline.rep,Number of Points Along Transect_fromRick,Number of points along transect_ChrissyCalc,Transect_Length,Transect Point,Bank_Location,Hit Number,Species Hit,Surface Hit,Transect Point Soil Surface,VegHit_SoilSurfaceHit,Longevity,Longevity_2,Habit,FunctionalGroup2,FunctionalGroup,Nativity,Cvalue,WIS_WMVC,WIS_GP,WIS_Grouped
6/30/20,2,B13-50,B13,5,20,31,7.5,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,2,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/30/20,2,B13-50,B13,5,20,31,7.5,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-25,B14,3,41,41,10,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-25,B14,3,41,41,10,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-25,B14,3,41,41,10,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-25,B14,3,41,41,10,3.75,middle,2,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,0,upper,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,0.5,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,0.75,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,1.25,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,4,upper,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,4.25,middle,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-25,B14,3,41,51,12.5,4.5,middle,2,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/28/20,1,B14-36.5,B14,4,45,45,11,2,upper,1,Bromus inermis,NA,bare soil,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B14-36.5,B14,4,45,35,8.5,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-14,B15,2,53,53,13,4,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-14,B15,2,53,53,13,4.25,upper,1,Bromus inermis,NA,downed woody debris,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-14,B15,2,53,53,13,4.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-25,B15,3,41,41,10,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-25,B15,3,41,37,9,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-25,B15,3,41,37,9,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-25,B15,3,41,37,9,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-25,B15,3,41,37,9,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-37.5,B15,4,27,27,6.5,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-37.5,B15,4,27,27,6.5,2.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-37.5,B15,4,27,27,6.5,2.5,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-37.5,B15,4,27,27,6.5,2.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-37.5,B15,4,27,27,6.5,3,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,2.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-37.5,B15,4,27,22,5.25,2.5,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B15-50,B15,5,24,24,5.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,0,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,2,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,2.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/1/20,2,B15-50,B15,5,24,26,6.25,2.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,2.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,3,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,3.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-12.5,B17,2,25,25,6,4.25,lower,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,2.25,upper,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,2.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,2.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-12.5,B17,2,25,31,7.5,3.75,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-25,B17,3,24,24,5.75,3.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,1.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,2,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,2.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-25,B17,3,24,28,6.75,4,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,1.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,3.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-37.5,B17,4,24,24,5.75,3.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,2.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,2.75,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,3.25,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,3.5,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,3.75,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,4,middle,2,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-37.5,B17,4,24,28,6.75,4.25,middle,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-50,B17,5,26,26,6.25,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-50,B17,5,26,26,6.25,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-50,B17,5,26,26,6.25,0.5,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
5/29/20,1,B17-50,B17,5,26,26,6.25,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-50,B17,5,26,29,7,0.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-50,B17,5,26,29,7,0.75,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-50,B17,5,26,29,7,1,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
7/2/20,2,B17-50,B17,5,26,29,7,1.25,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
6/1/20,1,B18-0,B18,1,28,28,6.75,0,upper,1,Bromus inermis,NA,litter,Bromus inermis,Perennial,Long-lived,Graminoid,Long-lived Graminoid,NA,NA,NA,NA,NA,NA
